gene_name	gene_id	mondo_disease_id	mondo_ancestor_id	opentargets_label	rna.value
HIBCH	ENSG00000198130	MONDO_0009723	MONDO_0005066	endocrine gland	4743.5
OCRL	ENSG00000122126	MONDO_0010645	MONDO_0005066	endocrine gland	4742.0
EMC1	ENSG00000127463	MONDO_0100516	MONDO_0005071	brain	4730.5
MTM1	ENSG00000171100	MONDO_0010683	MONDO_0002081	skeletal element	4723.0
MAN2B1	ENSG00000104774	MONDO_0009561	MONDO_0002081	skeletal element	4697.0
ZFYVE27	ENSG00000155256	MONDO_0012448	MONDO_0005071	brain	4695.0
DLAT	ENSG00000150768	MONDO_0009723	MONDO_0044970	musculature	4688.5
CDKN1B	ENSG00000111276	MONDO_0018630	MONDO_0004335	intestine	4687.5
PSMD12	ENSG00000197170	MONDO_0054591	MONDO_0005071	brain	4684.5
NR4A2	ENSG00000153234	MONDO_0100038	MONDO_0005071	nerve	4670.0
CEBPA	ENSG00000245848	MONDO_0018874	MONDO_0005046	immune organ	4667.0
TRPM3	ENSG00000083067	MONDO_0800439	MONDO_0005071	brain	4663.0
COL4A4	ENSG00000081052	MONDO_0018965	MONDO_0002118	kidney	4649.5
MYPN	ENSG00000138347	MONDO_0015023	MONDO_0002081	musculature	4646.0
PDHB	ENSG00000168291	MONDO_0009723	MONDO_0044970	musculature	4634.0
KDR	ENSG00000128052	MONDO_0015924	MONDO_0004995	heart	4625.0
G6PD	ENSG00000160211	MONDO_0005775	MONDO_0005066	endocrine gland	4605.0
INO80	ENSG00000128908	MONDO_0011864	MONDO_0005570	blood	4595.0
PEX26	ENSG00000215193	MONDO_0019234	MONDO_0005071	brain	4586.0
HAND2	ENSG00000164107	MONDO_0800476	MONDO_0004995	heart	4580.0
SMAD4	ENSG00000141646	MONDO_0015924	MONDO_0004995	vasculature	4572.5
AMT	ENSG00000145020	MONDO_0011612	MONDO_0005066	liver	4566.0
SMARCE1	ENSG00000073584	MONDO_0011789	MONDO_0005071	brain	4559.5
DSTYK	ENSG00000133059	MONDO_0015150	MONDO_0005071	brain	4555.0
TBR1	ENSG00000136535	MONDO_0100038	MONDO_0005071	brain	4543.0
PKLR	ENSG00000143627	MONDO_0009950	MONDO_0005066	liver	4530.5
CDC73	ENSG00000134371	MONDO_0007768	MONDO_0002081	skeletal element	4511.0
ACVR1	ENSG00000115170	MONDO_0007606	MONDO_0002081	musculature	4508.0
PTCHD1	ENSG00000165186	MONDO_0019181	MONDO_0005071	brain	4502.0
WFS1	ENSG00000109501	MONDO_0013673	MONDO_0005151	endocrine gland	4465.5
LRSAM1	ENSG00000148356	MONDO_0013753	MONDO_0005071	brain	4458.0
MED12	ENSG00000184634	MONDO_0100000	MONDO_0005071	brain	4453.0
SPR	ENSG00000116096	MONDO_0012994	MONDO_0005066	endocrine gland	4452.5
BEST1	ENSG00000167995	MONDO_0700238	MONDO_0005071	spinal cord	4436.0
ACADL	ENSG00000115361	MONDO_0020531	MONDO_0004995	vasculature	4424.0
LOX	ENSG00000113083	MONDO_0019625	MONDO_0004995	vasculature	4417.5
ADK	ENSG00000156110	MONDO_0100255	MONDO_0005066	liver	4414.0
CDH3	ENSG00000062038	MONDO_0009155	MONDO_0002051	skin of body	4397.5
PURA	ENSG00000185129	MONDO_0100038	MONDO_0005071	brain	4396.0
PHF21A	ENSG00000135365	MONDO_0100038	MONDO_0005071	brain	4376.0
MED25	ENSG00000104973	MONDO_0011570	MONDO_0005071	brain	4375.0
KMT5B	ENSG00000110066	MONDO_0100038	MONDO_0005071	brain	4353.0
MEGF8	ENSG00000105429	MONDO_0013998	MONDO_0002081	musculature	4339.5
MED13	ENSG00000108510	MONDO_0100038	MONDO_0005071	brain	4334.5
CUX2	ENSG00000111249	MONDO_0100062	MONDO_0005071	brain	4334.0
ATF6	ENSG00000118217	MONDO_0100447	MONDO_0005071	brain	4323.0
ATF6	ENSG00000118217	MONDO_0018852	MONDO_0005071	brain	4323.0
SMAD2	ENSG00000175387	MONDO_0005453	MONDO_0004995	vasculature	4316.5
SMAD2	ENSG00000175387	MONDO_0019625	MONDO_0004995	vasculature	4316.5
ABCD4	ENSG00000119688	MONDO_0013925	MONDO_0005570	blood	4281.0
SCNN1G	ENSG00000166828	MONDO_0008323	MONDO_0002118	kidney	4269.0
MVK	ENSG00000110921	MONDO_0017708	MONDO_0005066	endocrine gland	4267.0
ATE1	ENSG00000107669	MONDO_0005453	MONDO_0004995	heart	4252.0
TELO2	ENSG00000100726	MONDO_0014848	MONDO_0005071	brain	4226.0
RIPOR2	ENSG00000111913	MONDO_0019497	MONDO_0005071	brain	4222.0
RIPOR2	ENSG00000111913	MONDO_0019587	MONDO_0005071	brain	4222.0
CTCF	ENSG00000102974	MONDO_0000508	MONDO_0005071	brain	4218.0
PRG4	ENSG00000116690	MONDO_0008828	MONDO_0003900	connective tissue	4204.0
EPS8L2	ENSG00000177106	MONDO_0019497	MONDO_0005071	brain	4203.0
FOXRED1	ENSG00000110074	MONDO_0009723	MONDO_0005071	brain	4191.0
FOXRED1	ENSG00000110074	MONDO_0044970	MONDO_0044970	brain	4191.0
MET	ENSG00000105976	MONDO_0017884	MONDO_0002118	kidney	4172.0
MAGT1	ENSG00000102158	MONDO_0100284	MONDO_0005071	brain	4165.5
CAPN5	ENSG00000149260	MONDO_0100450	MONDO_0005071	brain	4164.0
RAD50	ENSG00000113522	MONDO_0016248	MONDO_0005151	endocrine gland	4162.0
THBD	ENSG00000178726	MONDO_0016244	MONDO_0005046	immune organ	4158.0
THBD	ENSG00000178726	MONDO_0013775	MONDO_0005570	spleen	4158.0
DNAH17	ENSG00000187775	MONDO_0032845	MONDO_0005039	reproductive organ	4151.0
SIN3A	ENSG00000169375	MONDO_0044699	MONDO_0005071	brain	4143.5
CD2AP	ENSG00000198087	MONDO_0011917		exocrine gland	4117.5
GP9	ENSG00000169704	MONDO_0009276	MONDO_0005570	blood	4111.0
DOCK6	ENSG00000130158	MONDO_0007034	MONDO_0002081	musculature	4092.5
POU3F3	ENSG00000198914	MONDO_0100038	MONDO_0005071	brain	4087.0
FOXC2	ENSG00000176692	MONDO_0007922	MONDO_0004995	vasculature	4084.5
C19orf12	ENSG00000131943	MONDO_0013674	MONDO_0005071	brain	4080.0
SLC3A1	ENSG00000138079	MONDO_0009067	MONDO_0002118	kidney	4067.5
KCNC2	ENSG00000166006	MONDO_0100062	MONDO_0005071	brain	4064.0
PYCR1	ENSG00000183010	MONDO_0013051	MONDO_0005066	pancreas	4054.0
RCBTB1	ENSG00000136144	MONDO_0014955	MONDO_0005071	spinal cord	4049.0
FGF12	ENSG00000114279	MONDO_0100062	MONDO_0005071	brain	4046.0
RAI2	ENSG00000131831	MONDO_0005453	MONDO_0004995	vasculature	4045.0
RYR3	ENSG00000198838	MONDO_0100062	MONDO_0005071	brain	4043.0
KCTD7	ENSG00000243335	MONDO_0020074	MONDO_0005071	spinal cord	4034.0
CDK5	ENSG00000164885	MONDO_0019450	MONDO_0005071	brain	4029.0
AICDA	ENSG00000111732	MONDO_0011528	MONDO_0005046	immune organ	4010.0
HPS3	ENSG00000163755	MONDO_0013555	MONDO_0005570	blood	4000.5
SETBP1	ENSG00000152217	MONDO_0010010	MONDO_0005071	brain	3991.0
SETBP1	ENSG00000152217	MONDO_0100038	MONDO_0005071	brain	3991.0
ERCC3	ENSG00000163161	MONDO_0012531	MONDO_0005066	endocrine gland	3977.0
EN2	ENSG00000164778	MONDO_0100038	MONDO_0005071	brain	3971.0
GBA1	ENSG00000177628	MONDO_0005180	MONDO_0005071	brain	3966.0
GMPPB	ENSG00000173540	MONDO_0700084	MONDO_0005066	pancreas	3947.0
GJB1	ENSG00000169562	MONDO_0010549	MONDO_0005071	brain	3935.0
TRPM4	ENSG00000130529	MONDO_0015263	MONDO_0004995	heart	3934.5
MET	ENSG00000105976	MONDO_0019497	MONDO_0005071	brain	3933.0
MET	ENSG00000105976	MONDO_0100038	MONDO_0005071	brain	3933.0
CDK13	ENSG00000065883	MONDO_0000508	MONDO_0005071	brain	3932.0
CAD	ENSG00000084774	MONDO_0014647	MONDO_0005071	brain	3928.0
GCSH	ENSG00000140905	MONDO_0011612	MONDO_0005071	spinal cord	3926.0
ATP5MK	ENSG00000173915	MONDO_0009723	MONDO_0044970	musculature	3913.0
FCHO1	ENSG00000130475	MONDO_0030898	MONDO_0005046	immune organ	3906.0
FOXA2	ENSG00000125798	MONDO_0013099	MONDO_0005071	brain	3901.0
NOD2	ENSG00000167207	MONDO_0008523	MONDO_0005046	immune organ	3897.0
APC	ENSG00000134982	MONDO_0017790	MONDO_0004335	esophagus	3893.5
MSH6	ENSG00000116062	MONDO_0010159	MONDO_0005071	brain	3891.0
AKAP9	ENSG00000127914	MONDO_0002442	MONDO_0004995	heart	3856.0
ST3GAL3	ENSG00000126091	MONDO_0100038	MONDO_0005071	brain	3851.0
SATB2	ENSG00000119042	MONDO_0100147	MONDO_0005071	brain	3845.0
BARD1	ENSG00000138376	MONDO_0016248	MONDO_0005151	endocrine gland	3822.0
HRAS	ENSG00000174775	MONDO_0011899	MONDO_0002051	skin of body	3818.5
PNPO	ENSG00000108439	MONDO_0012407	MONDO_0005066	endocrine gland	3817.0
MTMR2	ENSG00000087053	MONDO_0018776	MONDO_0005071	brain	3817.0
AFG3L2	ENSG00000141385	MONDO_0033549	MONDO_0005071	brain	3805.5
IMPDH1	ENSG00000106348	MONDO_0019118	MONDO_0005071	brain	3805.0
SLC7A9	ENSG00000021488	MONDO_0009067	MONDO_0002118	kidney	3782.0
C2CD3	ENSG00000168014	MONDO_0014413	MONDO_0002081	skeletal element	3780.5
SMARCB1	ENSG00000099956	MONDO_0015452	MONDO_0002081	skeletal element	3780.0
DNAH1	ENSG00000114841	MONDO_0054615	MONDO_0005039	reproductive organ	3765.0
SEMA4A	ENSG00000196189	MONDO_0005835	MONDO_0004335	intestine	3765.0
AP1S2	ENSG00000182287	MONDO_0020119	MONDO_0005071	brain	3754.5
NAGLU	ENSG00000108784	MONDO_0009656	MONDO_0005066	liver	3753.5
ZMPSTE24	ENSG00000084073	MONDO_0010143		exocrine gland	3739.0
SCN1A	ENSG00000144285	MONDO_0100135	MONDO_0005071	brain	3737.0
SCN1A	ENSG00000144285	MONDO_0018214	MONDO_0005071	brain	3737.0
SCN1A	ENSG00000144285	MONDO_0000700	MONDO_0005071	brain	3737.0
SCN1A	ENSG00000144285	MONDO_0100062	MONDO_0005071	brain	3737.0
AP5Z1	ENSG00000242802	MONDO_0019064	MONDO_0005071	brain	3723.0
FIG4	ENSG00000112367	MONDO_0015626	MONDO_0005071	brain	3722.5
FIG4	ENSG00000112367	MONDO_0012945	MONDO_0005071	brain	3722.5
MTRR	ENSG00000124275	MONDO_0009354	MONDO_0005570	blood	3721.0
RGS9	ENSG00000108370	MONDO_0012033	MONDO_0005071	brain	3717.0
GALC	ENSG00000054983	MONDO_0009499	MONDO_0005071	brain	3698.0
MRE11	ENSG00000020922	MONDO_0016248	MONDO_0005151	endocrine gland	3688.0
SCN4B	ENSG00000177098	MONDO_0002442	MONDO_0004995	heart	3679.0
HDAC1	ENSG00000116478	MONDO_0005453	MONDO_0004995	vasculature	3671.0
FOXP1	ENSG00000114861	MONDO_0013352	MONDO_0005071	brain	3662.0
ACVRL1	ENSG00000139567	MONDO_0010880	MONDO_0004995	heart	3655.0
NDUFC2	ENSG00000151366	MONDO_0044970	MONDO_0044970	brain	3652.5
NDUFC2	ENSG00000151366	MONDO_0009723	MONDO_0044970	brain	3652.5
LARS2	ENSG00000011376	MONDO_0017312	MONDO_0044970	brain	3649.0
MPI	ENSG00000178802	MONDO_0011257	MONDO_0005046	immune organ	3645.0
SSBP1	ENSG00000106028	MONDO_0009723	MONDO_0005066	endocrine gland	3635.0
BLM	ENSG00000197299	MONDO_0008876	MONDO_0005570	blood	3619.0
DDHD1	ENSG00000100523	MONDO_0019064	MONDO_0005071	brain	3615.0
RORB	ENSG00000198963	MONDO_0100038	MONDO_0005071	brain	3601.0
ACBD5	ENSG00000107897	MONDO_0100112	MONDO_0005066	endocrine gland	3575.5
UBE2A	ENSG00000077721	MONDO_0010461	MONDO_0005071	spinal cord	3567.0
POMT2	ENSG00000009830	MONDO_0700071	MONDO_0002081	musculature	3563.0
MAX	ENSG00000125952	MONDO_0017366	MONDO_0005151	endocrine gland	3556.0
FANCA	ENSG00000187741	MONDO_0009215	MONDO_0002081	skeletal element	3547.0
CRBN	ENSG00000113851	MONDO_0001071	MONDO_0005071	spinal cord	3542.0
WHRN	ENSG00000095397	MONDO_0019497	MONDO_0005071	brain	3521.5
MED23	ENSG00000112282	MONDO_0000508	MONDO_0005071	brain	3507.0
DKC1	ENSG00000130826	MONDO_0010584	MONDO_0002051	skin of body	3506.5
DKC1	ENSG00000130826	MONDO_0100152	MONDO_0002051	skin of body	3506.5
HEXA	ENSG00000213614	MONDO_0010100	MONDO_0005066	endocrine gland	3506.0
ICOSLG	ENSG00000160223	MONDO_0015131	MONDO_0005046	immune organ	3493.5
AGPS	ENSG00000018510	MONDO_0100274	MONDO_0005066	endocrine gland	3491.0
ANKRD26	ENSG00000107890	MONDO_0008555	MONDO_0005570	blood	3491.0
SBF2	ENSG00000133812	MONDO_0011475	MONDO_0005071	nerve	3487.0
SPRED1	ENSG00000166068	MONDO_0012669	MONDO_0004995	vasculature	3478.5
COL11A2	ENSG00000204248	MONDO_0019497	MONDO_0005071	brain	3468.0
TRMU	ENSG00000100416	MONDO_0009723	MONDO_0005071	brain	3448.0
KLF11	ENSG00000172059	MONDO_0015967	MONDO_0004335	peritoneum	3441.5
ZNF292	ENSG00000188994	MONDO_0100038	MONDO_0005071	brain	3441.0
LRRK2	ENSG00000188906	MONDO_0005180	MONDO_0005071	nerve	3417.0
HCN1	ENSG00000164588	MONDO_0018214	MONDO_0005071	brain	3415.0
MAP2K1	ENSG00000169032	MONDO_0015280	MONDO_0002081	musculature	3408.0
MAP2K1	ENSG00000169032	MONDO_0009026	MONDO_0002081	musculature	3408.0
MAP2K1	ENSG00000169032	MONDO_0007893	MONDO_0002081	musculature	3408.0
PRPS1	ENSG00000147224	MONDO_0100061	MONDO_0005071	brain	3400.0
CACNA2D2	ENSG00000007402	MONDO_0100038	MONDO_0005071	brain	3396.0
DCX	ENSG00000077279	MONDO_0018838	MONDO_0005071	brain	3383.5
FBXL4	ENSG00000112234	MONDO_0009723	MONDO_0005066	endocrine gland	3367.0
POLE	ENSG00000177084	MONDO_0100287	MONDO_0004335	mucosa	3364.0
ADAM9	ENSG00000168615	MONDO_0800398	MONDO_0005071	spinal cord	3362.0
EGFR	ENSG00000146648	MONDO_0005233	MONDO_0005087	lung	3338.5
NDUFA9	ENSG00000139180	MONDO_0009723	MONDO_0044970	brain	3322.0
RFXANK	ENSG00000064490	MONDO_0008855	MONDO_0005046	immune organ	3321.0
ARSL	ENSG00000157399	MONDO_0010555	MONDO_0005066	liver	3317.5
TRNT1	ENSG00000072756	MONDO_0014487	MONDO_0005570	blood	3313.0
ARSA	ENSG00000100299	MONDO_0018868	MONDO_0005066	pancreas	3312.0
TRAPPC11	ENSG00000168538	MONDO_0015152	MONDO_0002081	musculature	3311.0
COG1	ENSG00000166685	MONDO_0012637	MONDO_0005066	endocrine gland	3304.0
ASPA	ENSG00000108381	MONDO_0010079	MONDO_0005071	spinal cord	3303.0
FANCL	ENSG00000115392	MONDO_0013566	MONDO_0005046	immune organ	3300.0
RRAS2	ENSG00000133818	MONDO_0018997	MONDO_0005046	immune organ	3293.5
NPHS1	ENSG00000161270	MONDO_0009732	MONDO_0002118	kidney	3288.0
MTRFR	ENSG00000130921	MONDO_0009723	MONDO_0005066	endocrine gland	3287.0
PNPT1	ENSG00000138035	MONDO_0009723	MONDO_0005066	endocrine gland	3287.0
PNKP	ENSG00000039650	MONDO_0013254	MONDO_0005071	brain	3286.0
FANCC	ENSG00000158169	MONDO_0009213	MONDO_0005066	liver	3285.5
UNG	ENSG00000076248	MONDO_0011971	MONDO_0005570	blood	3284.5
NDUFB8	ENSG00000166136	MONDO_0009723	MONDO_0044970	brain	3282.0
NDUFS4	ENSG00000164258	MONDO_0009723	MONDO_0044970	musculature	3276.0
NDUFS4	ENSG00000164258	MONDO_0044970	MONDO_0044970	musculature	3276.0
ABCD1	ENSG00000101986	MONDO_0018544	MONDO_0005151	endocrine gland	3269.0
SF3B4	ENSG00000143368	MONDO_0800483	MONDO_0002081	musculature	3265.0
SPG11	ENSG00000104133	MONDO_0011445	MONDO_0005071	nerve	3263.0
RPS6KA3	ENSG00000177189	MONDO_0010561	MONDO_0005071	brain	3258.0
GSS	ENSG00000100983	MONDO_0017909	MONDO_0005066	endocrine gland	3256.0
NSUN2	ENSG00000037474	MONDO_0000508	MONDO_0005071	brain	3255.0
RAD51C	ENSG00000108384	MONDO_0013248	MONDO_0005570	blood	3245.0
ADGRV1	ENSG00000164199	MONDO_0019497	MONDO_0005071	brain	3239.0
TUSC3	ENSG00000104723	MONDO_0001071	MONDO_0005071	brain	3239.0
PORCN	ENSG00000102312	MONDO_0010592	MONDO_0005071	brain	3239.0
WDR72	ENSG00000166415	MONDO_0019507	MONDO_0006858	oral gland	3228.5
PDX1	ENSG00000139515	MONDO_0015967	MONDO_0004335	intestine	3206.0
POLD1	ENSG00000062822	MONDO_0800145	MONDO_0005046	immune organ	3198.0
HECW2	ENSG00000138411	MONDO_0100038	MONDO_0005071	brain	3197.0
MTHFR	ENSG00000177000	MONDO_0009353	MONDO_0005071	brain	3195.0
GNE	ENSG00000159921	MONDO_0031447	MONDO_0005570	blood	3192.5
PEX16	ENSG00000121680	MONDO_0019234	MONDO_0005071	brain	3191.0
EPHB4	ENSG00000196411	MONDO_0700080	MONDO_0004995	heart	3184.0
MSRB3	ENSG00000174099	MONDO_0019497	MONDO_0005071	nerve	3179.0
POGLUT1	ENSG00000163389	MONDO_0015152	MONDO_0002081	skeletal element	3175.0
TACO1	ENSG00000136463	MONDO_0009723	MONDO_0044970	liver	3165.0
FRMPD4	ENSG00000169933	MONDO_0100148	MONDO_0005071	brain	3165.0
NAA10	ENSG00000102030	MONDO_0100124	MONDO_0005071	brain	3164.0
DOCK7	ENSG00000116641	MONDO_0100062	MONDO_0005071	brain	3160.0
SCN2B	ENSG00000149575	MONDO_0011001	MONDO_0004995	heart	3152.0
NBN	ENSG00000104320	MONDO_0009623	MONDO_0005066	endocrine gland	3149.0
NDUFA2	ENSG00000131495	MONDO_0009723	MONDO_0005071	brain	3144.5
NDUFA2	ENSG00000131495	MONDO_0044970	MONDO_0044970	brain	3144.5
XPC	ENSG00000154767	MONDO_0010211	MONDO_0002051	skin of body	3099.0
CDKN1B	ENSG00000111276	MONDO_0012552	MONDO_0005151	endocrine gland	3096.0
GLIS2	ENSG00000126603	MONDO_0012680	MONDO_0002118	kidney	3088.0
ENTPD1	ENSG00000138185	MONDO_0015150	MONDO_0005071	brain	3082.5
ELANE	ENSG00000197561	MONDO_0001475	MONDO_0005046	immune organ	3072.0
WDR45	ENSG00000196998	MONDO_0100148	MONDO_0005071	brain	3069.0
RAB3GAP2	ENSG00000118873	MONDO_0016649	MONDO_0005071	brain	3067.5
PPP1R21	ENSG00000162869	MONDO_0859165	MONDO_0005071	brain	3066.0
MATR3	ENSG00000015479	MONDO_0018951	MONDO_0002081	skeletal element	3062.0
ATP6V1B1	ENSG00000116039	MONDO_0009968	MONDO_0002118	kidney	3054.5
SHROOM4	ENSG00000158352	MONDO_0100148	MONDO_0005071	spinal cord	3027.0
IGBP1	ENSG00000089289	MONDO_0010333	MONDO_0005071	spinal cord	3023.0
FANCF	ENSG00000183161	MONDO_0011325	MONDO_0005046	immune organ	3013.0
NUP62	ENSG00000213024	MONDO_0009723	MONDO_0044970	brain	3012.0
CPOX	ENSG00000080819	MONDO_0800180	MONDO_0005066	liver	3010.5
SURF1	ENSG00000148290	MONDO_0009723	MONDO_0005066	endocrine gland	2991.0
TMTC2	ENSG00000179104	MONDO_0019497	MONDO_0005071	spinal cord	2990.0
MPST	ENSG00000128309	MONDO_0009585	MONDO_0005071	nerve	2971.0
PEX11B	ENSG00000131779	MONDO_0019234	MONDO_0005071	brain	2954.0
RHBDF2	ENSG00000129667	MONDO_0007856	MONDO_0002051	skin of body	2949.0
LRRC10	ENSG00000198812	MONDO_0005021	MONDO_0004995	heart	2946.0
FLT4	ENSG00000037280	MONDO_0007919	MONDO_0005046	immune organ	2933.0
KCNQ1	ENSG00000053918	MONDO_0002441	MONDO_0004995	heart	2928.5
KCNQ1	ENSG00000053918	MONDO_0002442	MONDO_0004995	heart	2928.5
KCNQ1	ENSG00000053918	MONDO_0000453	MONDO_0004995	heart	2928.5
KCNQ1	ENSG00000053918	MONDO_0005045	MONDO_0004995	heart	2928.5
LGI1	ENSG00000108231	MONDO_0010898	MONDO_0005071	brain	2910.0
ACVR1	ENSG00000115170	MONDO_0005453	MONDO_0004995	vasculature	2902.0
SLC6A3	ENSG00000142319	MONDO_0700117	MONDO_0005071	brain	2898.5
KCND3	ENSG00000171385	MONDO_0011001	MONDO_0004995	heart	2893.0
GNPAT	ENSG00000116906	MONDO_0100273	MONDO_0005066	endocrine gland	2878.0
TMPRSS3	ENSG00000160183	MONDO_0019497	MONDO_0005071	brain	2871.5
SSBP1	ENSG00000106028	MONDO_0008135	MONDO_0005071	brain	2870.0
EFHC1	ENSG00000096093	MONDO_0005027	MONDO_0005071	brain	2861.0
MEN1	ENSG00000133895	MONDO_0007540	MONDO_0005151	endocrine gland	2849.0
RB1	ENSG00000139687	MONDO_0008380	MONDO_0005071	spinal cord	2847.0
SGCG	ENSG00000102683	MONDO_0015152	MONDO_0002081	musculature	2840.5
MCPH1	ENSG00000147316	MONDO_0016248	MONDO_0005151	endocrine gland	2835.0
NPRL2	ENSG00000114388	MONDO_0005384	MONDO_0005071	brain	2831.0
BLK	ENSG00000136573	MONDO_0015967	MONDO_0004335	colon	2816.5
MEIS2	ENSG00000134138	MONDO_0000508	MONDO_0005071	brain	2814.0
CHD7	ENSG00000171316	MONDO_0008965	MONDO_0005151	endocrine gland	2809.0
HNF1B	ENSG00000275410	MONDO_0007669	MONDO_0005066	pancreas	2805.0
G6PC3	ENSG00000141349	MONDO_0012930	MONDO_0005570	blood	2786.5
CASK	ENSG00000147044	MONDO_0020119	MONDO_0005071	brain	2778.5
CERS1	ENSG00000223802	MONDO_0020074	MONDO_0005071	brain	2754.0
PHF8	ENSG00000172943	MONDO_0010286	MONDO_0005071	brain	2743.0
IGLL1	ENSG00000128322	MONDO_0013287	MONDO_0005570	blood	2743.0
TRAPPC4	ENSG00000196655	MONDO_0032894	MONDO_0005071	brain	2731.0
FGD4	ENSG00000139132	MONDO_0015626	MONDO_0005071	nerve	2727.0
GSDME	ENSG00000105928	MONDO_0019497	MONDO_0005071	spinal cord	2726.0
ADAMTS18	ENSG00000140873	MONDO_0014195	MONDO_0005071	brain	2720.0
KIZ	ENSG00000088970	MONDO_0700232	MONDO_0005071	spinal cord	2717.0
PHKG2	ENSG00000156873	MONDO_0013091	MONDO_0005151	endocrine gland	2711.5
DPM2	ENSG00000136908	MONDO_0014023	MONDO_0005066	pancreas	2698.0
EPM2A	ENSG00000112425	MONDO_0009697	MONDO_0005071	spinal cord	2695.0
GALNS	ENSG00000141012	MONDO_0009659	MONDO_0002081	skeletal element	2694.0
CACNB2	ENSG00000165995	MONDO_0011001	MONDO_0004995	heart	2688.0
CACNB2	ENSG00000165995	MONDO_0000453	MONDO_0004995	heart	2688.0
GGCX	ENSG00000115486	MONDO_0010187	MONDO_0005570	blood	2685.0
PRPF31	ENSG00000105618	MONDO_0800395	MONDO_0005071	brain	2685.0
DNAJB11	ENSG00000090520	MONDO_0004691	MONDO_0002118	bladder organ	2680.0
FGFR3	ENSG00000068078	MONDO_0014658	MONDO_0002081	skeletal element	2672.0
ATP7A	ENSG00000165240	MONDO_0010651	MONDO_0005066	endocrine gland	2672.0
FGFR3	ENSG00000068078	MONDO_0012833	MONDO_0002081	skeletal element	2672.0
FGFR3	ENSG00000068078	MONDO_0012504	MONDO_0002081	skeletal element	2672.0
FGFR3	ENSG00000068078	MONDO_0008546	MONDO_0002081	skeletal element	2672.0
FGFR3	ENSG00000068078	MONDO_0007793	MONDO_0002081	skeletal element	2672.0
FGFR3	ENSG00000068078	MONDO_0007037	MONDO_0002081	skeletal element	2672.0
FGFR3	ENSG00000068078	MONDO_0008547	MONDO_0002081	skeletal element	2672.0
FGFR3	ENSG00000068078	MONDO_0011274	MONDO_0002081	skeletal element	2672.0
POMGNT2	ENSG00000144647	MONDO_0700069	MONDO_0002081	musculature	2668.5
EIF2AK4	ENSG00000128829	MONDO_0018554	MONDO_0004995	heart	2654.0
PEX1	ENSG00000127980	MONDO_0019234	MONDO_0005071	brain	2652.0
FANCG	ENSG00000221829	MONDO_0013565	MONDO_0005046	immune organ	2649.0
OTOF	ENSG00000115155	MONDO_0010986	MONDO_0005071	brain	2648.0
BLOC1S5	ENSG00000188428	MONDO_0030903	MONDO_0005570	blood	2645.0
SLX4	ENSG00000188827	MONDO_0016248	MONDO_0005039	reproductive structure	2620.0
DSC2	ENSG00000134755	MONDO_0016342	MONDO_0004995	heart	2613.0
COCH	ENSG00000100473	MONDO_0019497	MONDO_0005071	brain	2613.0
ARSB	ENSG00000113273	MONDO_0009661	MONDO_0002081	musculature	2600.0
MYO7A	ENSG00000137474	MONDO_0019497	MONDO_0005071	brain	2596.0
WASHC5	ENSG00000164961	MONDO_0009073	MONDO_0005071	spinal cord	2580.0
WASHC5	ENSG00000164961	MONDO_0011339	MONDO_0005071	spinal cord	2580.0
MLH1	ENSG00000076242	MONDO_0010159	MONDO_0005066	endocrine gland	2578.0
RFX3	ENSG00000080298	MONDO_0100038	MONDO_0005071	brain	2576.5
SIL1	ENSG00000120725	MONDO_0009567	MONDO_0005071	brain	2569.0
FBXO38	ENSG00000145868	MONDO_0018894	MONDO_0005071	nerve	2569.0
KCNK3	ENSG00000171303	MONDO_0015924	MONDO_0004995	vasculature	2556.0
RECQL	ENSG00000004700	MONDO_0016248	MONDO_0005039	reproductive structure	2547.0
SMO	ENSG00000128602	MONDO_0009436	MONDO_0005151	endocrine gland	2546.0
IGHMBP2	ENSG00000132740	MONDO_0020127	MONDO_0005071	brain	2539.0
EGR2	ENSG00000122877	MONDO_0015626	MONDO_0005071	nerve	2528.0
CD40LG	ENSG00000102245	MONDO_0010626	MONDO_0005046	immune organ	2528.0
XRCC2	ENSG00000196584	MONDO_0014987	MONDO_0002081	skeletal element	2508.0
PEX3	ENSG00000034693	MONDO_0019234	MONDO_0005066	endocrine gland	2489.0
WDR35	ENSG00000118965	MONDO_0013569	MONDO_0002081	musculature	2481.0
WDR35	ENSG00000118965	MONDO_0013323	MONDO_0002081	musculature	2481.0
FUCA1	ENSG00000179163	MONDO_0009254	MONDO_0002081	musculature	2480.0
MTAP	ENSG00000099810	MONDO_0007205	MONDO_0005066	endocrine gland	2473.0
CNNM2	ENSG00000148842	MONDO_0020787	MONDO_0002118	kidney	2471.5
PDZD7	ENSG00000186862	MONDO_0019588	MONDO_0005071	brain	2471.0
ABCC8	ENSG00000006071	MONDO_0015967	MONDO_0005066	pancreas	2471.0
GBA1	ENSG00000177628	MONDO_0018150	MONDO_0005066	endocrine gland	2454.0
STRC	ENSG00000242866	MONDO_0019497	MONDO_0005071	brain	2440.0
PHF6	ENSG00000156531	MONDO_0010537	MONDO_0005071	brain	2429.0
PRPF4	ENSG00000136875	MONDO_0019118	MONDO_0005071	brain	2427.0
PEX13	ENSG00000162928	MONDO_0019234	MONDO_0005066	liver	2401.0
FECH	ENSG00000066926	MONDO_0008319	MONDO_0005151	endocrine gland	2390.0
